2025-01-13 08:09:37,559 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-01-13 08:09:37,585 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-01-13 08:09:37,587 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-01-13 08:09:37,587 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-01-13 08:09:37,606 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-01-13 08:09:37,607 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-01-13 08:09:37,607 INFO  SwAddin.cs: 201 - Setting up command manager
2025-01-13 08:09:37,607 INFO  SwAddin.cs: 204 - Adding command manager
2025-01-13 08:09:37,612 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-01-13 08:09:37,612 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-01-13 08:09:37,612 INFO  SwAddin.cs: 210 - Adding event handlers
2025-01-13 08:09:37,669 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-01-13 08:19:39,641 INFO  SwAddin.cs: 294 - Assembly export called for file Baugr2.SLDASM
2025-01-13 08:19:42,009 INFO  SwAddin.cs: 313 - Saving assembly
2025-01-13 08:19:42,386 INFO  SwAddin.cs: 316 - Opening property manager
2025-01-13 08:19:42,419 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Baugr2.SLDASM
2025-01-13 08:19:42,447 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Baugr2.SLDASM
2025-01-13 08:19:42,448 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in Baugr2.SLDASM
2025-01-13 08:19:42,448 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-01-13 08:19:42,448 INFO  ExportHelperExtension.cs: 1160 - 19 components to check
2025-01-13 08:19:42,457 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Hüfte_gelenk_2-1
2025-01-13 08:19:42,458 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Hüfte_gelenk_2-1
2025-01-13 08:19:42,460 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Hüfte_gelenk_2-1
2025-01-13 08:19:42,460 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Fuß_aufnahme-1
2025-01-13 08:19:42,460 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Fuß_aufnahme-1
2025-01-13 08:19:42,460 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Fuß_aufnahme-1
2025-01-13 08:19:42,465 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Unterschenkel-2
2025-01-13 08:19:42,466 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Unterschenkel-2
2025-01-13 08:19:42,467 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Unterschenkel-2
2025-01-13 08:19:42,467 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Abroll_10.1_klein-1
2025-01-13 08:19:42,471 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Abroll_10.1_klein-1
2025-01-13 08:19:42,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Abroll_10.1_klein-1
2025-01-13 08:19:42,472 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Abroll_10.1_groß-2
2025-01-13 08:19:42,472 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Abroll_10.1_groß-2
2025-01-13 08:19:42,472 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Abroll_10.1_groß-2
2025-01-13 08:19:42,472 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Unterschenkel-1
2025-01-13 08:19:42,477 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Unterschenkel-1
2025-01-13 08:19:42,477 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Unterschenkel-1
2025-01-13 08:19:42,477 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hüfte_abstandshülse-1
2025-01-13 08:19:42,480 INFO  ExportHelperExtension.cs: 1136 - Found 25 in hüfte_abstandshülse-1
2025-01-13 08:19:42,480 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hüfte_abstandshülse-1
2025-01-13 08:19:42,483 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Hüfte_gelenk_2-2
2025-01-13 08:19:42,483 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Hüfte_gelenk_2-2
2025-01-13 08:19:42,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Hüfte_gelenk_2-2
2025-01-13 08:19:42,486 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from oBERSCHENKEL-2
2025-01-13 08:19:42,487 INFO  ExportHelperExtension.cs: 1136 - Found 25 in oBERSCHENKEL-2
2025-01-13 08:19:42,489 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in oBERSCHENKEL-2
2025-01-13 08:19:42,489 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Knie_gelenk_oben_2-1
2025-01-13 08:19:42,491 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Knie_gelenk_oben_2-1
2025-01-13 08:19:42,493 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Knie_gelenk_oben_2-1
2025-01-13 08:19:42,493 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Knie_gelenk_unten_4-1
2025-01-13 08:19:42,495 INFO  ExportHelperExtension.cs: 1136 - Found 57 in Knie_gelenk_unten_4-1
2025-01-13 08:19:42,496 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Knie_gelenk_unten_4-1
2025-01-13 08:19:42,498 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from oBERSCHENKEL-1
2025-01-13 08:19:42,498 INFO  ExportHelperExtension.cs: 1136 - Found 25 in oBERSCHENKEL-1
2025-01-13 08:19:42,498 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in oBERSCHENKEL-1
2025-01-13 08:19:42,512 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Fußplatte-2
2025-01-13 08:19:42,560 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Fußplatte-2
2025-01-13 08:19:42,563 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Fußplatte-2
2025-01-13 08:19:42,563 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Abroll_10.1_groß-1
2025-01-13 08:19:42,565 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Abroll_10.1_groß-1
2025-01-13 08:19:42,565 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Abroll_10.1_groß-1
2025-01-13 08:19:42,565 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Abroll_10.1_klein-2
2025-01-13 08:19:42,565 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Abroll_10.1_klein-2
2025-01-13 08:19:42,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Abroll_10.1_klein-2
2025-01-13 08:19:42,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Knie_gelenk_oben_2-2
2025-01-13 08:19:42,567 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Knie_gelenk_oben_2-2
2025-01-13 08:19:42,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Knie_gelenk_oben_2-2
2025-01-13 08:19:42,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Knie_gelenk_unten_4-2
2025-01-13 08:19:42,573 INFO  ExportHelperExtension.cs: 1136 - Found 57 in Knie_gelenk_unten_4-2
2025-01-13 08:19:42,575 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Knie_gelenk_unten_4-2
2025-01-13 08:19:42,576 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Fuß_aufnahme-2
2025-01-13 08:19:42,576 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Fuß_aufnahme-2
2025-01-13 08:19:42,578 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Fuß_aufnahme-2
2025-01-13 08:19:42,579 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Fußplatte-1
2025-01-13 08:19:42,580 INFO  ExportHelperExtension.cs: 1136 - Found 28 in Fußplatte-1
2025-01-13 08:19:42,580 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Fußplatte-1
2025-01-13 08:19:42,581 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Baugr2.SLDASM
2025-01-13 08:19:42,582 INFO  ExportHelperExtension.cs: 1136 - Found 98 in Baugr2.SLDASM
2025-01-13 08:19:42,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Baugr2.SLDASM
